time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_hit_woodwork,statistics_big_chance_missed,statistics_punches,statistics_clearance_off_line,statistics_penalty_conceded,statistics_good_high_claim,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_penalty_won,statistics_error_lead_to_a_goal,statistics_penalty_miss,statistics_own_goals,statistics_penalty_save,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_expected_goals,statistics_expected_assists
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Rafael Pereira,3,M,FALSE,TRUE,6,5,1,NA,1,NA,NA,NA,NA,83,13,6.7,2,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Lucas Siqueira,10,M,FALSE,NA,29,20,2,1,7,4,NA,NA,NA,90,49,7.3,12,NA,NA,1,4,NA,NA,3,1,2,3,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Gabriel Barros,11,M,FALSE,NA,4,4,1,1,1,NA,NA,NA,NA,47,10,5.4,3,NA,NA,3,6,1,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Paulo Victor,9,F,FALSE,NA,9,9,1,1,10,1,5,NA,NA,70,28,7.2,4,NA,NA,2,5,1,1,NA,NA,NA,2,1,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Hélio Borges,18,F,TRUE,NA,7,4,1,NA,NA,1,NA,NA,NA,29,13,6.4,6,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Felipe Saraiva,17,F,TRUE,NA,6,6,NA,NA,2,NA,1,NA,NA,29,10,6.8,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Diego Quirino,19,F,TRUE,NA,9,6,1,NA,2,1,NA,NA,NA,20,15,6.5,6,NA,NA,3,7,1,1,NA,1,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Matheus Nascimento,5,M,TRUE,NA,5,3,NA,NA,2,1,NA,NA,NA,15,10,6.5,4,1,NA,NA,3,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Deivity,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Madison,21,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Alessandro,14,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,José Aldo,16,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,3,away,Guarani,Ituano,Estádio Brinco de Ouro da Princesa,Paulista Série A1,0,0,Maurício Ferreira de Souza,Mazola Júnior,Andrey Quintino,20,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Jefferson Paulino,12,G,FALSE,NA,22,17,7,2,1,NA,1,3,4,90,31,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Raí Ramos,2,D,FALSE,NA,21,16,2,1,1,3,NA,NA,NA,90,45,6.4,14,4,1,NA,2,1,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Rafael Pereira,3,D,FALSE,TRUE,19,15,6,4,5,3,2,NA,NA,71,28,6.9,4,NA,NA,1,1,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Bernardo Schappo,4,D,FALSE,NA,46,34,12,5,5,5,NA,NA,NA,90,58,6.6,12,NA,NA,3,3,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Mário Sergio,6,D,FALSE,NA,29,20,2,NA,1,2,1,NA,NA,90,55,6.1,14,1,NA,1,3,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Eduardo Person,8,M,FALSE,NA,19,15,1,1,6,NA,3,NA,NA,75,35,7.4,8,4,1,NA,3,2,2,NA,1,3,1,1,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Lucas Siqueira,5,M,FALSE,NA,33,24,6,3,3,1,NA,NA,NA,90,45,6.7,10,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,José Aldo,10,M,FALSE,NA,23,16,3,3,4,NA,NA,NA,NA,45,35,6.4,11,1,NA,1,7,1,1,NA,2,1,1,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Yago César,11,F,FALSE,NA,12,12,NA,NA,NA,NA,NA,NA,NA,45,19,6.8,5,2,NA,1,4,1,NA,NA,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Diego Quirino,9,F,FALSE,NA,20,18,2,1,7,1,4,NA,NA,90,44,7.2,9,NA,NA,3,7,3,1,NA,NA,1,2,1,1,NA,NA,1,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Paulo Victor,7,F,FALSE,NA,18,13,1,NA,5,1,2,NA,NA,89,39,7.1,15,2,NA,3,8,2,NA,NA,2,1,NA,NA,3,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Felipe Saraiva,17,F,TRUE,NA,13,11,NA,NA,6,NA,2,NA,NA,45,30,7.1,6,NA,NA,NA,3,4,3,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Marcelo Freitas,18,M,TRUE,NA,21,15,2,1,1,1,NA,NA,NA,45,26,6.1,8,NA,NA,NA,3,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Frazan,14,D,TRUE,NA,6,5,1,NA,NA,3,NA,NA,NA,19,10,5.4,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Andrey Quintino,21,D,TRUE,NA,6,4,NA,NA,1,NA,1,NA,NA,15,10,6.3,3,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Rafael Carvalheira,20,M,TRUE,NA,2,1,NA,NA,1,NA,1,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Deivity,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Carlão,16,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Claudinho,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Iury,13,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Matheus Maia,22,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,4,home,Ituano,Palmeiras,Estádio Municipal Dr. Novelli Junior,Paulista Série A1,1,3,Mazola Júnior,Abel Ferreira,Robinho,19,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Jefferson Paulino,12,G,FALSE,TRUE,21,17,6,3,NA,NA,NA,1,2,90,26,6.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Iury,2,D,FALSE,NA,48,40,7,5,5,1,1,NA,NA,74,73,7.2,14,4,1,1,3,1,1,3,NA,1,1,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Frazan,3,D,FALSE,NA,64,61,4,2,2,4,NA,NA,NA,83,71,6.8,3,NA,NA,2,4,NA,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Bernardo Schappo,4,D,FALSE,NA,36,32,2,1,6,2,1,NA,NA,45,42,6.4,4,NA,NA,3,5,NA,NA,NA,2,NA,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Mário Sergio,6,D,FALSE,NA,45,37,5,2,3,2,1,NA,NA,90,69,7.2,15,8,3,NA,1,NA,NA,1,NA,4,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Eduardo Person,8,M,FALSE,NA,51,44,4,2,5,1,1,NA,NA,90,75,7,19,11,3,NA,7,2,1,NA,2,2,NA,2,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Marcelo Freitas,5,M,FALSE,NA,60,52,4,1,6,NA,NA,NA,NA,90,65,6.6,10,NA,NA,1,4,NA,NA,NA,NA,1,4,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Paulo Victor,7,M,FALSE,NA,24,15,3,NA,5,1,1,NA,NA,90,41,6.3,17,1,NA,3,10,2,NA,2,2,NA,2,1,2,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,José Aldo,10,M,FALSE,NA,18,15,NA,NA,1,NA,1,NA,NA,62,28,6.6,8,2,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Gabriel Barros,11,M,FALSE,NA,25,19,NA,NA,NA,1,NA,NA,NA,74,35,6.5,9,1,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Diego Quirino,9,F,FALSE,NA,14,9,NA,NA,7,NA,4,NA,NA,90,31,6.8,10,NA,NA,7,11,1,NA,NA,1,NA,2,NA,1,1,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Carlão,16,D,TRUE,NA,32,31,3,2,1,2,NA,NA,NA,45,35,6.7,1,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Yago César,21,F,TRUE,NA,5,5,NA,NA,2,NA,1,NA,NA,28,13,6.5,5,2,NA,NA,3,3,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Raí Ramos,13,D,TRUE,NA,13,11,2,2,1,NA,NA,NA,NA,16,24,7,7,5,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Andrey Quintino,17,D,TRUE,NA,8,6,1,1,1,NA,1,NA,NA,16,17,6.2,9,3,NA,NA,4,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Rafael Carvalheira,20,M,TRUE,NA,5,5,NA,NA,NA,NA,NA,NA,NA,13,6,6.4,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Deivity,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,5,away,Inter de Limeira,Ituano,Estádio Major José Levy Sobrinho,Paulista Série A1,1,0,Márcio Fernandes,Mazola Júnior,Claudinho,14,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
